smiles,logS
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,-1.127
CC(C)O,1.221
CC(C)=O,1.236
ClC(Cl)Cl,-1.177
C[S+](C)[O-],1.107
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-4.488
CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.13
O=C(O)CS,1.036
CN(C)C=O,1.136
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.627
O=c1[nH]cnc2nc[nH]c12,-2.289
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.708
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.149
O=C(O)c1ccccc1O,-1.79
Cc1ccc(S(N)(=O)=O)cc1,-1.734
CCC(=O)c1ccc(N)cc1,-2.627
NC(Cc1cnc[nH]1)C(=O)O,-0.532
CCCO,1.221
CCCCO,-0.069
CCCCCO,-0.603
c1ccccc1,-1.64
CC(Cl)(Cl)Cl,-1.952
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-2.425
CC(O)C(N)C(=O)O,-0.089
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,-6.539
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,-2.779
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-6.551
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.9
NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.183
CCC(C)C(N)C(=O)O,-0.581
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.591
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.286
O=C(O)c1ccc(Cl)cc1,-3.337
N=C(N)NCCCC(N)C(=O)O,0.019
BrCBr,-1.165
CCBr,-1.086
ClCBr,-0.889
CCCl,-1.055
C=CCl,-1.36
C=CF,-0.276
CCI,-1.601
CCN,1.346
CC#N,1.3869999999999998
CC=O,1.356
CCS,-0.6
ClCCl,-0.815
ICI,-2.334
NC=O,1.346
S=C=S,-1.81
CSC,-0.994
C1CO1,1.356
BrC(Br)Br,-1.808
CC(C)Br,-1.631
ClC(Cl)Br,-1.733
CC(C)C,-3.076
CC(C)Cl,-1.404
CC(C)I,-2.084
CC(C)N,1.228
CC(Cl)Cl,-1.291
C=C(Cl)Cl,-1.634
CC(F)F,-1.315
C=C(F)F,-0.706
FC(Cl)Cl,-0.738
FC(F)Cl,-1.494
FC(F)F,-1.233
CN(C)C,1.178
C[N+](=O)[O-],0.26
CC1CO1,1.007
FC(F)(F)Br,-2.668
CC(C)(C)N,1.136
CC(C)(C)O,1.13
FC(Cl)(Cl)Cl,-2.096
FC(F)(Cl)Cl,-2.635
FC(F)(F)Cl,-3.065
CCC(C)(C)C,-3.671
CC(C)(C)CO,-0.401
CCC(C)(C)O,0.096
O=CC(Cl)(Cl)Cl,-0.691
OCC(F)(F)F,1.0
CC(=O)C(C)(C)C,-0.722
CC(C)(C)C(=O)O,-0.6729999999999999
CC(Cl)(Cl)C(=O)O,0.545
CC(O)C(Cl)(Cl)Cl,-0.757
ClC(Cl)C(Cl)(Cl)Cl,-2.625
O=C(O)C(Cl)(Cl)Cl,0.519
O=[N+]([O-])C(Cl)(Cl)Cl,-2.006
FC(Cl)(Cl)C(F)(Cl)Cl,-3.189
FC(F)(Cl)C(F)(Cl)Cl,-3.042
FC(F)(Cl)C(F)(F)Cl,-3.119
FC(F)(F)C(F)(F)Cl,-3.411
FC(F)(F)C(F)(F)C(F)(F)F,-4.518
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,-1.685
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.316
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-6.317
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,-1.5219999999999998
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,-2.523
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.214
O=C(O)C(O)(c1ccccc1)c1ccccc1,-2.209
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.712
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,-1.841
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-2.901
CCC1(c2ccccc2)CCC(=O)NC1=O,-2.337
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.458
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.638
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-3.451
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,-5.181
CCC(Br)(CC)C(=O)NC(N)=O,-2.676
CCC(C)(O)CC,-0.38
C#CC(C)(O)CC,0.115
COS(=O)(=O)OC,-0.654
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.489
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-0.603
CCC(C)(CC)OC(N)=O,-1.56
CCOP(=O)(OCC)OCC,0.439
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-2.938
CCCCSP(=O)(SCCCC)SCCCC,-5.634
CC1=CC(=O)CC(C)(C)C1,-1.061
C=CC(C)(O)CCC=C(C)C,-1.987
CC(Br)CBr,-2.141
CC(C)CBr,-2.432
CCC(C)C,-3.1630000000000003
C=CC(=C)C,-2.0340000000000003
CC(C)CN,1.136
CC(C)CO,0.059
CC(C)C=O,0.091
C=C(C)C=O,-0.039
CCC(C)Cl,-1.966
CC(Cl)CCl,-1.606
C=C(Cl)CCl,-1.713
CCC(C)O,0.3879999999999999
CCC(C)=O,0.49
ClCC(Cl)Cl,-1.48
ClC=C(Cl)Cl,-2.077
C=CC(N)=O,0.954
NC(=O)CCl,-0.017
CCC(=O)O,1.13
O=C(O)CCl,0.928
CNC(C)=O,1.136
COC(C)=O,0.516
CC[N+](=O)[O-],-0.203
BrC(Br)C(Br)Br,-2.732
CC(C)C(C)C,-3.583
CC(C)C(=O)O,0.278
ClC(Cl)C(Cl)Cl,-1.754
C=C(C)C(=O)O,0.0139999999999999
O=C(O)C(Cl)Cl,0.89
CC(C)[N+](=O)[O-],-0.615
Nc1ccc(S(=O)(=O)c2ccc(NCCO)cc2)cc1,-2.597
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-3.279
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-2.815
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,-3.28
CCC(C)(C)c1ccc(O)cc1,-2.99
CC1(O)CCC(C(C)(C)O)CC1,-1.634
C=C(C)C(=O)OC,-0.8240000000000001
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,-2.039
O=C1NS(=O)(=O)c2ccccc21,-1.661
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.3680000000000003
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-4.259
O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,-3.263
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.817
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O,-1.662
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-2.426
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.107
c1cc2c3c(cccc3c1)CC2,-4.597
Cc1c[nH]c2ccccc12,-2.421
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,-3.494
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,-3.954
Oc1cccc2c(O)cccc12,-2.987
Cn1cnc2c1c(=O)[nH]c(=O)n2C,-2.737
c1ccc(-c2ccccc2-c2ccccc2)cc1,-5.269
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.353
O=C1c2ccccc2C(=O)c2ccccc21,-5.188
CCOC(=O)c1ccccc1C(=O)OCC,-2.313
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-4.652
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.395
COc1c2c(cc3oc(=O)ccc13)OC(C)(C)C=C2,-3.81
c1ccc2c(c1)ccc1ccccc12,-5.19
c1ccc2c(c1)ccc1ncccc12,-3.357
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,-3.0780000000000003
O=C(O)c1cccc([N+](=O)[O-])c1O,-2.149
O=C1NC(=O)c2ccccc21,-2.611
O=C1OC(=O)c2ccccc21,-1.378
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-5.065
Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1,-2.407
Nc1ccc2ccccc2c1N=Nc1ccccc1,-5.916
O=NN(c1ccccc1)c1ccccc1,-3.753
COP(=S)(OC)SCn1nnc2ccccc2c1=O,-4.181
O=[N+]([O-])c1cccc2ccccc12,-4.276
c1ccc2c(c1)Cc1ccccc1-2,-4.944
c1ccc2c(c1)[nH]c1ccccc12,-4.968
O=C(O)Cc1cccc2ccccc12,-2.647
NC(=S)Nc1cccc2ccccc12,-2.528
CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,-1.44
O=C(Nc1ccccc1)c1ccccc1O,-3.589
CC(C)CCOC(=O)c1ccccc1O,-3.157
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,-2.633
COc1c(Cl)cc(Cl)cc1Cl,-4.325
O=C(O)Cc1c[nH]c2ccccc12,-2.067
Clc1cccc(Cl)c1Cl,-4.003
Oc1c(Cl)cccc1Cl,-1.933
Oc1cccc(O)c1O,0.604
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.9110000000000005
O=C(CO)C(O)C(O)C(O)CO,0.301
Cc1c(C)c(C)c(C)c(C)c1C,-5.839
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.279
OC1C(O)C(O)C(O)C(O)C1O,-0.1
OCC(O)C(O)C(O)CO,0.625
Cc1cc(O)cc(C)c1Cl,-2.797
Oc1c(Cl)cc(Cl)cc1Cl,-2.392
CCC(CC)C(=O)O,-0.81
O=C(O)c1ccsc1,-1.474
O=C(O)c1ccco1,-0.48
Cc1ccccc1S(N)(=O)=O,-2.024
O=C(O)c1ccccc1I,-2.7310000000000003
Cc1ccccc1[N+](=O)[O-],-2.324
O=[N+]([O-])c1ccccc1Cl,-2.8960000000000004
Nc1ccccc1[N+](=O)[O-],-1.973
O=[N+]([O-])c1ccccc1O,-1.745
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.665
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,-2.669
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,-1.256
O=C(O)c1ccccc1C(=O)O,-1.375
O=C(O)c1cccnc1C(=O)O,-1.182
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,-1.259
O=[N+]([O-])c1cc(Cl)ccc1Cl,-4.137
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,-3.887
CC1CCC(C(C)C)C(O)C1,-2.535
Cc1ccc(C(C)C)c(O)c1,-2.222
CCc1ccccc1O,-1.359
OCc1ccccc1O,-0.295
COc1ccccc1O,-0.8220000000000001
Brc1cccc2ccccc12,-4.347
Cc1cccc2ccccc12,-3.741
Clc1cccc2ccccc12,-3.971
Oc1cccc2ccccc12,-2.221
c1ccc(Nc2cccc3ccccc23)cc1,-3.563
C1CCN2CC3CC(CN4CCCCC34)C2C1,-1.887
Oc1ccccc1-c1ccccc1,-2.386
O=C(O)C(O)c1ccccc1,0.075
OC(c1ccccc1)c1ccccc1,-2.549
COc1cccc(OC)c1O,-0.952
C1CCC2CCCCC2C1,-5.192
c1cnc2ncncc2n1,0.034
c1ccc2ccccc2c1,-3.616
c1ccc2ncccc2c1,-1.325
COc1ccccc1[N+](=O)[O-],-1.957
Cc1ccc2ccccc2c1,-3.762
Clc1ccc2ccccc2c1,-4.143
O=c1ccc2ccccc2o1,-1.886
CCN(CC)c1ccccc1,-3.028
Nc1nc(N)nc(-c2ccccc2)n1,-2.494
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,-4.912
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,-5.183
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.18
Oc1cc2ccccc2cc1O,-2.738
c1ccc(-c2ccccc2)cc1,-4.347
Brc1ccc(-c2ccccc2)cc1,-5.553
Oc1ccc(-c2ccccc2)cc1,-3.4810000000000003
c1ccc2c(c1)Nc1ccccc1S2,-5.098
Nc1ccc(-c2ccc(N)cc2)cc1,-2.758
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.107
O=C(O)c1ccc2ccccc2c1,-3.564
COc1ccccc1OCC(O)CO,-0.598
Cc1ccc2ccc(C)nc2c1,-1.944
CCC(=O)c1ccccc1,-1.827
COC(=O)c1ccccc1,-1.812
COC(=O)c1cccnc1,-0.46
Cc1cc(Cl)ccc1OC(C)C(=O)O,-2.539
C=CCN(CC=C)C(=O)CCl,-0.945
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,-3.579
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,-2.963
CCOC(=O)c1ccccc1,-2.319
CCOC(=O)c1ccc(N)cc1,-2.101
CCCOC(=O)c1ccc(N)cc1,-2.3280000000000003
CCCOC(=O)c1ccc(O)cc1,-2.557
CC(C)COC(=O)c1ccc(N)cc1,-2.944
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-1.942
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-3.03
CCOc1ccc(C(=O)OCCN(CC)CC)cc1,-2.715
CCCCOC(=O)c1ccc(N)cc1,-2.755
CCCCOC(=O)c1ccc(O)cc1,-2.972
O=C(OOC(=O)c1ccccc1)c1ccccc1,-4.425
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.853
Cc1cc(Cl)ccc1OCC(=O)O,-2.503
O=C(O)COc1ccc(Cl)cc1Cl,-2.514
Cc1cc(Cl)ccc1OCCCC(=O)O,-3.678
O=C(O)CCCOc1ccc(Cl)cc1Cl,-3.672
CCCC(O)C(CC)CO,-1.3869999999999998
C=C(Cl)CSC(=S)N(CC)CC,-3.35
c1ccc2[nH]nnc2c1,-0.779
c1ccc2sccc2c1,-3.014
c1ccc2scnc2c1,-1.497
Cc1ccccc1C,-2.776
Cc1ccccc1O,-0.621
Cc1ccccc1Cl,-2.53
Clc1ccccc1Cl,-2.974
Nc1ccccc1Cl,-1.194
Cc1ccccc1N,-0.81
Nc1ccccc1N,-0.428
Nc1ccccc1O,-0.737
Oc1ccccc1Cl,-1.056
Cc1ccc(C)c(C)c1,-3.324
Cc1ccc(O)cc1C,-1.409
Cc1ccc(Cl)c(Cl)c1,-3.792
Nc1ccc(Cl)c(Cl)c1,-3.2460000000000004
Cc1ccc(C)c(O)c1,-1.538
Cc1cc(C)c(C)cc1C,-4.586
Clc1cc(Cl)c(Cl)cc1Cl,-5.56
Oc1cc(Cl)c(Cl)cc1Cl,-2.216
c1ccc(C2CO2)cc1,-1.6030000000000002
ClCC(Br)CBr,-2.374
CCC(C)CC,-3.683
CCC(=O)CC,-0.253
OC(CCl)CCl,-0.115
C=CC(=O)OC,-0.241
CC1CCCC1,-3.302
S=C1NCCN1,-0.708
CC1CCCO1,0.31
O=C1CCCO1,1.065
CC(OP(C)(=O)F)C(C)(C)C,-0.938
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-2.153
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.953
COC1OC(CO)C(O)C(O)C1O,0.299
C=CCc1ccc(O)c(OC)c1,-1.5619999999999998
C=C(C)C(=O)OCC,-1.325
C=C(CC(=O)O)C(=O)O,-0.2289999999999999
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86
CC(C)COC(=O)C(C)C,-2.403
C=C(C)C(=O)OCC(C)C,-2.039
C=C(C)C(=O)OCCCC,-2.25
CCC(CC)CO,-1.4069999999999998
OCc1ccco1,1.008
O=Cc1ccco1,-0.096
CC(C)(C)c1ccccc1,-3.658
ClC(Cl)(Cl)c1ccccc1,-3.567
FC(F)(F)c1ccccc1,-2.511
NS(=O)(=O)c1ccccc1,-1.5630000000000002
CC(C)(C)c1ccc(O)c(O)c1,-1.92
CC(C)(C)c1ccc(O)cc1,-2.4130000000000003
CC1=CCC(C(C)(C)O)CC1,-1.889
CC(C)(C)c1ccc(C(=O)O)cc1,-3.804
O=C1CCC(C(=O)O)N1,0.5670000000000001
CC(C)c1ccccc1,-3.292
C=C(C)c1ccccc1,-3.008
CC(N)c1ccccc1,-0.46
CC(=O)c1ccccc1,-1.2919999999999998
ClC(Cl)c1ccccc1,-2.809
O=C(O)C1CCCCC1,-1.445
NC(=O)c1cccnc1,0.612
O=[N+]([O-])c1ccccc1,-1.77
